timestamp, S0, S1, S2, S3, main_pump, aux_pump, ultrasound
0.0,1,1,0,0,0,0,9974
0.0940000000045984,1,1,0,0,0,0,9973
0.20300000000133878,1,1,0,0,0,0,9975
0.3120000000053551,1,1,0,0,0,0,9974
0.4219999999986612,1,1,0,0,0,0,9975
0.5310000000026776,1,1,0,0,0,0,9974
0.6410000000032596,1,1,0,0,0,0,9974
0.75,1,1,0,0,0,0,9974
0.8590000000040163,1,1,0,0,0,0,9974
0.9690000000045984,1,1,0,0,0,0,9974
1.0780000000013388,1,1,0,0,0,0,9974
1.187000000005355,1,1,0,0,0,0,9974
1.2969999999986612,1,1,0,0,0,0,9974
1.4060000000026776,1,1,0,0,0,0,9974
1.5160000000032596,1,1,0,0,0,0,9974
1.625,1,1,0,0,0,0,9974
1.7340000000040163,1,1,0,0,0,0,9974
1.8440000000045984,1,1,0,0,0,0,9974
1.9530000000013388,1,1,0,0,0,0,9976
2.063000000001921,1,1,0,0,0,0,9975
2.1719999999986612,1,1,0,0,0,0,9974
2.2810000000026776,1,1,0,0,0,0,9974
2.3910000000032596,1,1,0,0,0,0,9974
2.5,1,1,0,0,0,0,9975
2.6090000000040163,1,1,0,0,0,0,9974
2.7190000000045984,1,1,0,0,0,0,9974
2.8280000000013388,1,1,0,0,0,0,9976
2.938000000001921,1,1,0,0,0,0,9974
3.0469999999986612,1,1,0,0,0,0,9974
3.1560000000026776,1,1,0,0,0,0,9974
3.2660000000032596,1,1,0,0,0,0,9974
3.375,1,1,0,0,0,0,9974
3.4840000000040163,1,1,0,0,0,0,9973
3.5940000000045984,1,1,0,0,0,0,9974
3.7030000000013388,1,1,0,0,0,0,9974
3.812000000005355,1,1,0,0,0,0,9974
3.9219999999986612,1,1,0,0,0,0,9974
4.0310000000026776,1,1,0,0,0,0,9976
4.14100000000326,1,1,0,0,0,0,9974
4.25,1,1,0,0,0,0,9974
4.359000000004016,1,1,0,0,0,0,9974
4.469000000004598,1,1,0,0,0,0,9976
