timestamp,aux_pump,aux_level,main_pump,main_level,class
0.04700016975402832,1,3,1,43,high_blocked
0.09399986267089844,1,3,1,24,high_blocked
0.10899996757507324,1,3,1,35,high_blocked
0.10899996757507324,1,3,1,55,high_blocked
0.1100001335144043,1,3,1,33,high_blocked
0.10899996757507324,1,3,1,40,high_blocked
0.10899996757507324,1,3,1,58,high_blocked
0.1100001335144043,1,3,1,29,high_blocked
0.1099998950958252,1,3,1,84,high_blocked
0.10899996757507324,1,3,1,118,high_blocked
0.10899996757507324,1,3,1,151,high_blocked
0.1100001335144043,1,3,1,162,high_blocked
0.10899996757507324,1,3,1,131,high_blocked
0.10899996757507324,1,3,1,153,high_blocked
0.1099998950958252,1,3,1,151,high_blocked
0.10900020599365234,1,3,1,178,high_blocked
0.1099998950958252,1,3,1,121,high_blocked
0.10899996757507324,1,3,1,171,high_blocked
0.10899996757507324,1,3,1,191,high_blocked
0.1100001335144043,1,3,1,189,high_blocked
0.10899996757507324,1,3,1,206,high_blocked
0.1099998950958252,1,3,1,207,high_blocked
0.10899996757507324,1,3,1,209,high_blocked
0.0970001220703125,1,3,1,235,high_blocked
0.125,1,3,1,219,high_blocked
0.1099998950958252,1,3,1,258,high_blocked
0.10899996757507324,1,3,1,235,high_blocked
0.10900020599365234,1,3,1,251,high_blocked
0.1099998950958252,1,3,1,258,high_blocked
0.10899996757507324,1,3,1,274,high_blocked
0.10899996757507324,1,3,1,253,high_blocked
0.1100001335144043,1,3,1,289,high_blocked
0.10899996757507324,1,3,1,274,high_blocked
0.1099998950958252,1,3,1,292,high_blocked
0.10899996757507324,1,3,1,303,high_blocked
0.0970001220703125,1,3,1,317,high_blocked
0.125,1,3,1,318,high_blocked
0.1099998950958252,1,3,1,326,high_blocked
0.10900020599365234,1,3,1,366,high_blocked
0.1099998950958252,1,3,1,383,high_blocked
0.10899996757507324,1,3,1,352,high_blocked
0.1100001335144043,1,3,1,366,high_blocked
0.10899996757507324,1,3,1,374,high_blocked
0.10899996757507324,1,3,1,401,high_blocked
0.1099998950958252,1,3,1,394,high_blocked
0.10899996757507324,1,3,1,366,high_blocked
0.1100001335144043,1,3,1,414,high_blocked
0.10899996757507324,1,3,1,419,high_blocked
0.10899996757507324,1,3,1,424,high_blocked
0.1100001335144043,1,3,1,445,high_blocked
0.11299991607666016,1,3,1,463,high_blocked
0.10899996757507324,1,3,1,458,high_blocked
0.1099998950958252,1,3,1,474,high_blocked
0.10900020599365234,1,3,1,472,high_blocked
0.10899996757507324,1,3,1,483,high_blocked
0.1099998950958252,1,3,1,494,high_blocked
0.10899996757507324,1,3,1,468,high_blocked
0.1100001335144043,1,3,1,490,high_blocked
0.125,1,3,1,479,high_blocked
0.10899996757507324,1,3,1,499,high_blocked
0.125,1,3,1,543,high_blocked
0.10899996757507324,1,3,1,503,high_blocked
0.1099998950958252,1,3,1,518,high_blocked
0.10900020599365234,1,3,1,533,high_blocked
0.1099998950958252,1,3,1,534,high_blocked
0.10899996757507324,1,3,1,562,high_blocked
0.10899996757507324,1,3,1,552,high_blocked
0.1100001335144043,1,3,1,545,high_blocked
0.10899996757507324,1,3,1,551,high_blocked
0.1099998950958252,1,3,1,587,high_blocked
0.09800004959106445,1,3,1,576,high_blocked
0.125,1,3,1,576,high_blocked
0.10899996757507324,1,3,1,610,high_blocked
0.10899996757507324,1,3,1,583,high_blocked
0.1100001335144043,1,3,1,615,high_blocked
0.10899996757507324,1,3,1,597,high_blocked
0.1099998950958252,1,3,1,639,high_blocked
0.10900020599365234,1,3,1,670,high_blocked
0.10899996757507324,1,3,1,621,high_blocked
0.1099998950958252,1,3,1,583,high_blocked
0.10899996757507324,1,3,1,634,high_blocked
0.1100001335144043,1,3,1,676,high_blocked
0.10899996757507324,1,3,1,695,high_blocked
0.10899996757507324,1,3,1,684,high_blocked
0.125,1,3,1,684,high_blocked
0.1099998950958252,1,3,1,665,high_blocked
0.10900020599365234,1,3,1,707,high_blocked
0.10899996757507324,1,3,1,751,high_blocked
0.1099998950958252,1,3,1,782,high_blocked
0.1100001335144043,1,3,1,748,high_blocked
0.10899996757507324,1,3,1,762,high_blocked
0.10899996757507324,1,3,1,742,high_blocked
0.1099998950958252,1,3,1,737,high_blocked
0.10899996757507324,1,3,1,738,high_blocked
0.1100001335144043,1,3,1,778,high_blocked
0.10899996757507324,1,3,1,759,high_blocked
0.10899996757507324,1,3,1,786,high_blocked
0.1100001335144043,1,3,1,776,high_blocked
0.10899996757507324,1,3,1,722,high_blocked
0.10899996757507324,1,3,1,781,high_blocked
0.1099998950958252,1,3,1,821,high_blocked
0.10899996757507324,1,3,1,888,high_blocked
0.1100001335144043,1,3,1,873,high_blocked
0.10899996757507324,1,3,1,848,high_blocked
0.125,1,3,1,822,high_blocked
0.14100003242492676,1,3,1,910,high_blocked
0.10899996757507324,1,3,1,888,high_blocked
0.1119999885559082,1,3,1,912,high_blocked
0.1099998950958252,1,3,1,891,high_blocked
0.10900020599365234,1,3,1,908,high_blocked
0.10899996757507324,1,3,1,873,high_blocked
0.11399984359741211,1,3,1,842,high_blocked
0.10900020599365234,1,3,1,932,high_blocked
0.1099998950958252,1,3,1,933,high_blocked
0.10899996757507324,1,3,1,888,high_blocked
0.1100001335144043,1,3,1,908,high_blocked
0.11099982261657715,1,3,1,961,high_blocked
0.1100001335144043,1,3,1,945,high_blocked
0.11299991607666016,1,3,1,908,high_blocked
0.1100001335144043,1,3,1,943,high_blocked
0.10899996757507324,1,3,1,981,high_blocked
0.1099998950958252,1,3,1,949,high_blocked
0.10899996757507324,1,3,1,1002,high_blocked
0.10899996757507324,1,3,1,971,high_blocked
0.1100001335144043,1,3,1,991,high_blocked
0.1119999885559082,1,3,1,967,high_blocked
0.10899996757507324,1,3,1,997,high_blocked
0.11100006103515625,1,3,1,1025,high_blocked
0.10899996757507324,1,3,1,1035,high_blocked
0.10899996757507324,1,3,1,1021,high_blocked
0.1099998950958252,1,3,1,1066,high_blocked
0.10900020599365234,1,3,1,1041,high_blocked
0.10899996757507324,1,3,1,1046,high_blocked
0.1099998950958252,1,3,1,1053,high_blocked
0.10899996757507324,1,3,1,1046,high_blocked
0.1100001335144043,1,3,1,1111,high_blocked
0.10899996757507324,1,3,1,1066,high_blocked
0.1099998950958252,1,3,1,1070,high_blocked
0.10899996757507324,1,3,1,1098,high_blocked
0.11400008201599121,1,3,1,1090,high_blocked
0.10899996757507324,1,3,1,1082,high_blocked
0.1100001335144043,1,3,1,1115,high_blocked
0.10899996757507324,1,3,1,1096,high_blocked
0.10899996757507324,1,3,1,1127,high_blocked
0.1099998950958252,1,3,1,1146,high_blocked
0.10900020599365234,1,3,1,1097,high_blocked
0.11299991607666016,1,3,1,1153,high_blocked
0.10899996757507324,1,3,1,1168,high_blocked
0.10899996757507324,1,3,1,1157,high_blocked
0.1100001335144043,1,3,1,1168,high_blocked
0.10899996757507324,1,3,1,1138,high_blocked
0.1099998950958252,1,3,1,1197,high_blocked
0.10899996757507324,1,3,1,1191,high_blocked
0.10899996757507324,1,3,1,1184,high_blocked
0.1100001335144043,1,3,1,1191,high_blocked
0.10899996757507324,1,3,1,1215,high_blocked
0.10899996757507324,1,3,1,1196,high_blocked
0.10199999809265137,1,3,1,1205,high_blocked
0.12199997901916504,1,3,1,1207,high_blocked
0.10899996757507324,1,3,1,1254,high_blocked
0.09800004959106445,1,3,1,1240,high_blocked
0.125,1,3,1,1249,high_blocked
0.11300015449523926,1,3,1,1208,high_blocked
0.10899996757507324,1,3,1,1264,high_blocked
0.1099998950958252,1,3,1,1254,high_blocked
0.10899996757507324,1,3,1,1270,high_blocked
0.10899996757507324,1,3,1,1286,high_blocked
0.125,1,3,1,1262,high_blocked
0.1100001335144043,1,3,1,1284,high_blocked
0.11299991607666016,1,3,1,1207,high_blocked
0.11300015449523926,1,3,1,1320,high_blocked
0.1099998950958252,1,3,1,1302,high_blocked
0.10899996757507324,1,3,1,1334,high_blocked
0.10899996757507324,1,3,1,1319,high_blocked
0.1100001335144043,1,3,1,1342,high_blocked
0.10899996757507324,1,3,1,1281,high_blocked
0.1099998950958252,1,3,1,1353,high_blocked
0.10899996757507324,1,3,1,1370,high_blocked
0.10900020599365234,1,3,1,1363,high_blocked
0.11099982261657715,1,3,1,1372,high_blocked
0.1119999885559082,1,3,1,1342,high_blocked
0.1100001335144043,1,3,1,1372,high_blocked
0.10899996757507324,1,3,1,1380,high_blocked
0.10899996757507324,1,3,1,1381,high_blocked
0.11400008201599121,1,3,1,1383,high_blocked
0.11399984359741211,1,3,1,1411,high_blocked
0.10900020599365234,1,3,1,1411,high_blocked
0.1099998950958252,1,3,1,1431,high_blocked
0.10899996757507324,1,3,1,1420,high_blocked
0.11400008201599121,1,3,1,1441,high_blocked
0.1099998950958252,1,3,1,1461,high_blocked
0.10899996757507324,1,3,1,1489,high_blocked
0.10899996757507324,1,3,1,1479,high_blocked
0.11100006103515625,1,3,1,1485,high_blocked
0.11300015449523926,1,3,1,1497,high_blocked
0.1099998950958252,1,3,1,1483,high_blocked
0.10899996757507324,1,3,1,1517,high_blocked
0.10899996757507324,1,3,1,1518,high_blocked
0.1100001335144043,1,3,1,1518,high_blocked
0.10899996757507324,1,3,1,1533,high_blocked
0.10899996757507324,1,3,1,1538,high_blocked
0.1099998950958252,1,3,1,1555,high_blocked
0.125,1,3,1,1520,high_blocked
0.10900020599365234,1,3,1,1557,high_blocked
0.125,1,3,1,1578,high_blocked
0.1099998950958252,1,3,1,1591,high_blocked
0.10899996757507324,1,3,1,1589,high_blocked
0.10899996757507324,1,3,1,1588,high_blocked
0.1100001335144043,1,3,1,1586,high_blocked
0.10899996757507324,1,3,1,1569,high_blocked
0.10899996757507324,1,3,1,1606,high_blocked
0.1099998950958252,1,3,1,1618,high_blocked
0.10900020599365234,1,3,1,1621,high_blocked
0.1099998950958252,1,3,1,1646,high_blocked
0.10899996757507324,1,3,1,1614,high_blocked
0.10899996757507324,1,3,1,1624,high_blocked
0.1100001335144043,1,3,1,1651,high_blocked
0.10899996757507324,1,3,1,1665,high_blocked
0.10899996757507324,1,3,1,1657,high_blocked
0.1099998950958252,1,3,1,1700,high_blocked
0.10900020599365234,1,3,1,1679,high_blocked
0.1099998950958252,1,3,1,1690,high_blocked
0.10899996757507324,1,3,1,1723,high_blocked
0.10899996757507324,1,3,1,1710,high_blocked
0.1100001335144043,1,3,1,1707,high_blocked
0.11299991607666016,1,3,1,1728,high_blocked
0.1099998950958252,1,3,1,1723,high_blocked
0.10900020599365234,1,3,1,1726,high_blocked
0.10899996757507324,1,3,1,1748,high_blocked
0.1099998950958252,1,3,1,1721,high_blocked
0.10899996757507324,1,3,1,1760,high_blocked
0.10899996757507324,1,3,1,1773,high_blocked
0.1100001335144043,1,3,1,1762,high_blocked
0.10899996757507324,1,3,1,1801,high_blocked
0.1099998950958252,1,3,1,1806,high_blocked
0.10900020599365234,1,3,1,1801,high_blocked
0.10899996757507324,1,3,1,1811,high_blocked
0.1099998950958252,1,3,1,1857,high_blocked
0.10899996757507324,1,3,1,1783,high_blocked
0.10899996757507324,1,3,1,1837,high_blocked
0.1100001335144043,1,3,1,1831,high_blocked
0.10899996757507324,1,3,1,1850,high_blocked
0.1099998950958252,1,3,1,1842,high_blocked
0.10900020599365234,1,3,1,1850,high_blocked
0.10899996757507324,1,3,1,1890,high_blocked
0.1099998950958252,1,3,1,1864,high_blocked
0.10899996757507324,1,3,1,1890,high_blocked
0.1100001335144043,1,3,1,1879,high_blocked
0.10899996757507324,1,3,1,1866,high_blocked
0.10899996757507324,1,3,1,1885,high_blocked
0.1099998950958252,1,3,1,1918,high_blocked
0.10900020599365234,1,3,1,1914,high_blocked
0.10899996757507324,1,3,1,1925,high_blocked
0.1099998950958252,1,3,1,1905,high_blocked
