timestamp, S0, S1, S2, S3, main_pump, aux_pump, ultrasound
0.0,1,1,1,0,0,0,9857
0.09399999999732245,1,1,1,0,0,0,9857
0.20300000000133878,1,1,1,0,0,0,9851
0.31199999999807915,1,1,1,0,0,0,9857
0.4219999999986612,1,1,1,0,0,0,9857
0.5309999999954016,1,1,1,0,0,0,9857
0.6409999999959837,1,1,1,0,0,0,9855
0.75,1,1,1,0,0,0,9858
0.8589999999967404,1,1,1,0,0,0,9859
0.9689999999973224,1,1,1,0,0,0,9857
1.0780000000013388,1,1,1,0,0,0,9855
1.1880000000019209,1,1,1,0,0,0,9857
1.2969999999986612,1,1,1,0,0,0,9855
1.4099999999962165,1,1,1,0,0,0,9857
1.5190000000002328,1,1,1,0,0,0,9855
1.6279999999969732,1,1,1,0,0,0,9858
1.7379999999975553,1,1,1,0,0,0,9858
1.8470000000015716,1,1,1,0,0,0,9852
1.9570000000021537,1,1,1,0,0,0,9855
2.065999999998894,1,1,1,0,0,0,9855
2.1749999999956344,1,1,1,0,0,0,9853
2.2889999999970314,1,1,1,0,0,0,9857
2.400999999998021,1,1,1,0,0,0,9855
2.510999999998603,1,1,1,0,0,0,9855
2.6199999999953434,1,1,1,0,0,0,9858
2.7299999999959255,1,1,1,0,0,0,9857
2.838999999999942,1,1,1,0,0,0,9855
2.947999999996682,1,1,1,0,0,0,9855
3.0579999999972642,1,1,1,0,0,0,9857
3.1679999999978463,1,1,1,0,0,0,9858
3.2770000000018626,1,1,1,0,0,0,9857
3.385999999998603,1,1,1,0,0,0,9855
3.495999999999185,1,1,1,0,0,0,9858
3.6049999999959255,1,1,1,0,0,0,9858
3.713999999999942,1,1,1,0,0,0,9857
3.824000000000524,1,1,1,0,0,0,9855
3.9329999999972642,1,1,1,0,0,0,9855
4.042999999997846,1,1,1,0,0,0,9855
4.152000000001863,1,1,1,0,0,0,9855
4.260999999998603,1,1,1,0,0,0,9855
4.370999999999185,1,1,1,0,0,0,9857
4.4799999999959255,1,1,1,0,0,0,9857
4.5899999999965075,1,1,1,0,0,0,9855
4.699000000000524,1,1,1,0,0,0,9855
4.807999999997264,1,1,1,0,0,0,9858
4.917999999997846,1,1,1,0,0,0,9858
5.027000000001863,1,1,1,0,0,0,9855
5.135999999998603,1,1,1,0,0,0,9855
5.245999999999185,1,1,1,0,0,0,9858
5.3549999999959255,1,1,1,0,0,0,9857
5.4649999999965075,1,1,1,0,0,0,9857
5.574000000000524,1,1,1,0,0,0,9855
5.682999999997264,1,1,1,0,0,0,9857
5.792999999997846,1,1,1,0,0,0,9857
5.902000000001863,1,1,1,0,0,0,9855
6.010999999998603,1,1,1,0,0,0,9857
6.120999999999185,1,1,1,0,0,0,9855
6.2299999999959255,1,1,1,0,0,0,9857
6.3399999999965075,1,1,1,0,0,0,9855
6.449000000000524,1,1,1,0,0,0,9857
6.557999999997264,1,1,1,0,0,0,9857
6.667999999997846,1,1,1,0,0,0,9857
6.777000000001863,1,1,1,0,0,0,9857
6.885999999998603,1,1,1,0,0,0,9857
6.995999999999185,1,1,1,0,0,0,9858
7.1049999999959255,1,1,1,0,0,0,9857
7.2149999999965075,1,1,1,0,0,0,9857
7.324000000000524,1,1,1,0,0,0,9857
7.438000000001921,1,1,1,0,0,0,9857
7.546999999998661,1,1,1,0,0,0,9857
7.655999999995402,1,1,1,0,0,0,9858
7.765999999995984,1,1,1,0,0,0,9855
7.875,1,1,1,0,0,0,9857
7.987999999997555,1,1,1,0,0,0,9852
8.097000000001572,1,1,1,0,0,0,9857
8.207000000002154,1,1,1,0,0,0,9852
8.315999999998894,1,1,1,0,0,0,9852
8.424999999995634,1,1,1,0,0,0,9852
8.534999999996217,1,1,1,0,0,0,9857
8.644000000000233,1,1,1,0,0,0,9857
8.752999999996973,1,1,1,0,0,0,9855
8.862999999997555,1,1,1,0,0,0,9855
8.972000000001572,1,1,1,0,0,0,9855
9.082000000002154,1,1,1,0,0,0,9848
9.190999999998894,1,1,1,0,0,0,9852
9.299999999995634,1,1,1,0,0,0,9857
9.409999999996217,1,1,1,0,0,0,9847
9.519000000000233,1,1,1,0,0,0,9846
9.644000000000233,1,1,1,0,0,0,9852
9.737999999997555,1,1,1,0,0,0,9846
9.847000000001572,1,1,1,0,0,0,9847
9.95799999999872,1,1,1,0,0,0,9847
10.06699999999546,1,1,1,0,0,0,9847
10.175999999999476,1,1,1,0,0,0,9846
10.286000000000058,1,1,1,0,0,0,9847
10.396999999997206,1,1,1,0,0,0,9847
10.521999999997206,1,1,1,0,0,0,9853
10.616000000001804,1,1,1,0,0,0,9847
10.724999999998545,1,1,1,0,0,0,9847
10.834999999999127,1,1,1,0,0,0,9847
10.943999999995867,1,1,1,0,0,0,9847
11.057999999997264,1,1,1,0,0,0,9847
11.167999999997846,1,1,1,0,0,0,9847
11.277000000001863,1,1,1,0,0,0,9847
11.385999999998603,1,1,1,0,0,0,9847
11.495999999999185,1,1,1,0,0,0,9847
11.604999999995925,1,1,1,0,0,0,9847
11.714999999996508,1,1,1,0,0,0,9847
11.824000000000524,1,1,1,0,0,0,9847
11.932999999997264,1,1,1,0,0,0,9847
12.042999999997846,1,1,1,0,0,0,9849
12.152000000001863,1,1,1,0,0,0,9848
12.260999999998603,1,1,1,0,0,0,9847
12.370999999999185,1,1,1,0,0,0,9847
12.479999999995925,1,1,1,0,0,0,9848
12.604999999995925,1,1,1,0,0,0,9848
12.714999999996508,1,1,1,0,0,0,9847
12.807999999997264,1,1,1,0,0,0,9847
12.917999999997846,1,1,1,0,0,0,9847
13.027000000001863,1,1,1,0,0,0,9847
13.152000000001863,1,1,1,0,0,0,9847
13.245999999999185,1,1,1,0,0,0,9846
13.354999999995925,1,1,1,0,1,0,9847
13.464999999996508,1,1,1,0,1,0,9849
13.574000000000524,1,1,1,0,1,0,9847
13.682999999997264,1,1,1,0,1,0,9847
13.792999999997846,1,1,1,0,1,0,9865
13.902000000001863,1,1,1,0,1,0,9918
14.027000000001863,1,1,1,0,1,0,9892
14.136999999995169,1,1,1,0,1,0,9816
14.229999999995925,1,1,1,0,1,0,9957
14.339999999996508,1,1,1,0,1,0,9908
14.449000000000524,1,1,1,0,1,0,9956
14.56199999999808,1,1,1,0,1,0,9915
14.671999999998661,1,1,1,0,1,0,9886
14.796999999998661,1,1,1,0,1,0,9886
14.890999999995984,1,1,1,0,1,0,9842
15.0,1,1,1,0,1,0,9855
15.125,1,1,1,0,1,0,9816
15.23399999999674,1,1,1,0,1,0,9851
15.328000000001339,1,1,1,0,1,0,9862
15.43699999999808,1,1,1,0,1,0,9822
15.546999999998661,1,1,0,0,1,0,9816
15.675999999999476,1,1,0,0,1,0,9866
15.769999999996799,1,1,0,0,1,0,9765
15.879000000000815,1,1,0,0,1,0,9720
15.987999999997555,1,1,0,0,1,0,9719
16.097999999998137,1,1,0,0,1,0,9720
16.207000000002154,1,1,0,0,1,0,9728
16.31699999999546,1,1,0,0,1,0,9726
16.425999999999476,1,1,0,0,1,0,9747
16.538000000000466,1,1,0,0,1,0,9785
16.663000000000466,1,1,0,0,1,0,9724
16.756999999997788,1,1,0,0,1,0,9671
16.86699999999837,1,1,0,0,1,0,9642
16.97599999999511,1,1,0,0,1,0,9710
17.084999999999127,1,1,0,0,1,0,9670
17.209999999999127,1,1,0,0,1,0,9652
17.31999999999971,1,1,0,0,1,0,9666
17.413000000000466,1,1,0,0,1,0,9650
17.523000000001048,1,1,0,0,1,0,9658
17.631999999997788,1,1,0,0,1,0,9627
17.74199999999837,1,1,0,0,1,0,9650
17.86699999999837,1,1,0,0,1,0,9652
17.959999999999127,1,1,0,0,1,0,9612
18.06999999999971,1,1,0,0,1,0,9619
18.19499999999971,1,1,0,0,1,0,9612
18.30399999999645,1,1,0,0,1,0,9604
18.413000000000466,1,1,0,0,1,0,9647
18.506999999997788,1,1,0,0,1,0,9598
18.61699999999837,1,1,0,0,1,0,9627
18.74199999999837,1,1,0,0,1,0,9638
18.834999999999127,1,1,0,0,1,0,9584
18.94499999999971,1,1,0,0,1,0,9573
19.05399999999645,1,1,0,0,1,0,9583
19.163000000000466,1,1,0,0,1,0,9554
19.273000000001048,1,1,0,0,1,0,9540
19.381999999997788,1,1,0,0,1,0,9534
19.506999999997788,1,1,0,0,1,0,9500
19.61699999999837,1,1,0,0,1,0,9477
19.709999999999127,1,1,0,0,1,0,9482
19.81999999999971,1,1,0,0,1,0,9486
19.92899999999645,1,1,0,0,1,0,9484
20.05399999999645,1,1,0,0,1,0,9459
20.163000000000466,1,1,0,0,1,0,9454
20.25800000000163,1,1,0,0,1,0,9464
20.36699999999837,1,1,0,0,1,0,9489
20.49199999999837,1,1,0,0,1,0,9468
20.585999999995693,1,1,0,0,1,0,9461
20.714999999996508,1,1,0,0,1,0,9442
20.807999999997264,1,1,0,0,1,0,9432
20.917999999997846,1,1,0,0,1,0,9407
21.027000000001863,1,1,0,0,1,0,9388
21.135999999998603,1,1,0,0,1,0,9421
21.26199999999517,1,1,0,0,1,0,9393
21.355999999999767,1,1,0,0,1,0,9377
21.464999999996508,1,1,0,0,1,0,9371
21.574000000000524,1,1,0,0,1,0,9362
21.699000000000524,1,1,0,0,1,0,9383
21.792999999997846,1,1,0,0,1,0,9351
21.90299999999843,1,1,0,0,1,0,9349
22.01199999999517,1,1,0,0,1,0,9338
22.12199999999575,1,1,0,0,1,0,9329
22.24699999999575,1,1,0,0,1,0,9310
22.34100000000035,1,1,0,0,1,0,9311
22.44999999999709,1,1,0,0,1,0,9344
22.55999999999767,1,1,0,0,1,0,9323
22.669000000001688,1,1,0,0,1,0,9332
22.794000000001688,1,1,0,0,1,0,9359
22.90299999999843,1,1,0,0,1,0,9300
22.99699999999575,1,1,0,0,1,0,9285
23.105999999999767,1,1,0,0,1,0,9274
23.230999999999767,1,1,0,0,1,0,9272
23.34100000000035,1,1,0,0,1,0,9266
23.44999999999709,1,1,0,0,1,0,9255
23.544000000001688,1,1,0,0,1,0,9240
23.65299999999843,1,1,0,0,1,0,9222
23.76299999999901,1,1,0,0,1,0,9206
23.88799999999901,1,1,0,0,1,0,9191
24.000999999996566,1,1,0,0,1,0,9222
24.095000000001164,1,1,0,0,1,0,9205
24.203999999997905,1,1,0,0,1,0,9202
24.328999999997905,1,1,0,0,1,0,9183
24.438999999998487,1,1,0,0,1,0,9173
24.547999999995227,1,1,0,0,1,0,9174
24.65799999999581,1,1,0,0,1,0,9174
24.750999999996566,1,1,0,0,1,0,9157
24.875999999996566,1,1,0,0,1,0,9167
24.985999999997148,1,1,0,0,1,0,9155
25.095000000001164,1,1,0,0,1,0,9144
25.203999999997905,1,1,0,0,1,0,9158
25.297999999995227,1,1,0,0,1,0,9162
25.40799999999581,1,1,0,0,1,0,9125
25.53299999999581,1,1,0,0,1,0,9119
25.641999999999825,1,1,0,0,1,0,9114
25.750999999996566,1,1,0,0,1,0,9090
25.845000000001164,1,1,0,0,1,0,9130
25.953999999997905,1,1,0,0,1,0,9091
26.078999999997905,1,1,0,0,1,0,9101
26.188999999998487,1,1,0,0,1,0,9077
26.297999999995227,1,1,0,0,1,0,9074
26.391999999999825,1,1,0,0,1,0,9077
26.502000000000407,1,1,0,0,1,0,9080
26.627000000000407,1,1,0,0,1,0,9095
26.735999999997148,1,1,0,0,1,0,9066
26.84599999999773,1,1,0,0,1,0,9051
26.955000000001746,1,1,0,0,1,0,9056
27.063999999998487,1,1,0,0,1,0,9040
27.17399999999907,1,1,0,0,1,0,9068
27.28299999999581,1,1,0,0,1,0,9036
27.391999999999825,1,1,0,0,1,0,9026
27.502000000000407,1,1,0,0,1,0,9017
27.59599999999773,1,1,0,0,1,0,9011
27.72099999999773,1,1,0,0,1,0,8987
27.830000000001746,1,1,0,0,1,0,8978
27.938999999998487,1,1,0,0,1,0,8978
28.04899999999907,1,1,0,0,1,0,8980
28.141999999999825,1,1,0,0,1,0,8958
28.252000000000407,1,1,0,0,1,0,8953
28.377000000000407,1,1,0,0,1,0,8998
28.485999999997148,1,1,0,0,1,0,8968
28.59599999999773,1,1,0,0,1,0,8954
28.705000000001746,1,1,0,0,1,0,8909
28.813999999998487,1,1,0,0,1,0,8952
28.92399999999907,1,1,0,0,1,0,8910
29.016999999999825,1,1,0,0,1,0,8919
29.141999999999825,1,1,0,0,1,0,8919
29.252000000000407,1,1,0,0,1,0,8942
