timestamp, S0, S1, S2, S3, main_pump, aux_pump, ultrasound
0.0,1,1,0,0,0,0,1541
0.10900000000037835,1,1,0,0,0,0,1529
0.21899999999914144,1,1,0,0,0,0,1533
0.3279999999995198,1,1,0,0,0,0,1530
0.43699999999989814,1,1,0,0,0,0,1530
0.5469999999986612,1,1,0,0,0,0,1546
0.6559999999990396,1,1,0,0,0,0,1529
0.7659999999996217,1,1,0,0,0,0,1546
0.875,1,1,0,0,0,0,1535
0.9840000000003783,1,1,0,0,0,0,1544
1.0939999999991414,1,1,0,0,0,0,1538
1.2029999999995198,1,1,0,0,0,0,1528
1.3130000000001019,1,1,0,0,0,0,1540
1.422999999998865,1,1,0,0,0,0,1529
1.532999999999447,1,1,0,0,0,0,1535
1.6419999999998254,1,1,0,0,0,0,1529
1.7510000000002037,1,1,0,0,0,0,1533
1.8609999999989668,1,1,0,0,0,0,1546
1.9699999999993452,1,1,0,0,0,0,1530
2.0789999999997235,1,1,0,0,0,0,1546
2.1890000000003056,1,1,0,0,0,0,1532
2.297999999998865,1,1,0,0,0,0,1545
2.407999999999447,1,1,0,0,0,0,1534
2.5169999999998254,1,1,0,0,0,0,1528
2.6260000000002037,1,1,0,0,0,0,1544
2.735999999998967,1,1,0,0,0,0,1528
2.844999999999345,1,1,0,0,0,0,1539
2.9549999999999272,1,1,0,0,0,0,1543
3.0640000000003056,1,1,0,0,0,0,1535
3.172999999998865,1,1,0,0,0,0,1544
3.282999999999447,1,1,0,0,0,0,1529
3.3919999999998254,1,1,0,0,0,0,1546
3.5020000000004075,1,1,0,0,0,0,1530
3.610999999998967,1,1,0,0,0,0,1529
3.720999999999549,1,1,0,0,0,0,1533
3.8299999999999272,1,1,0,0,0,0,1529
3.9390000000003056,1,1,0,0,0,0,1545
4.049999999999272,1,1,0,0,0,0,1528
4.158999999999651,1,1,0,0,0,0,1544
4.269000000000233,1,1,0,0,0,0,1538
4.377999999998792,1,1,0,0,0,0,1541
4.487999999999374,1,1,0,0,0,0,1541
4.596999999999753,1,1,0,0,0,0,1528
4.707000000000335,1,1,0,0,0,0,1544
4.816999999999098,1,1,0,0,0,0,1529
4.92699999999968,1,1,0,0,0,0,1532
5.036000000000058,1,1,0,0,0,0,1546
5.145000000000437,1,1,0,0,0,0,1529
5.2549999999992,1,1,0,0,0,0,1546
5.363999999999578,1,1,0,0,0,0,1533
5.472999999999956,1,1,0,0,0,0,1546
5.582999999998719,1,1,0,0,0,0,1535
5.691999999999098,1,1,0,0,0,0,1528
5.80199999999968,1,1,0,0,0,0,1538
5.911000000000058,1,1,0,0,0,0,1528
6.020000000000437,1,1,0,0,0,0,1539
6.1299999999992,1,1,0,0,0,0,1528
6.238999999999578,1,1,0,0,0,0,1535
6.347999999999956,1,1,0,0,0,0,1544
6.457999999998719,1,1,0,0,0,0,1533
6.566999999999098,1,1,0,0,0,0,1546
6.67699999999968,1,1,0,0,0,0,1530
6.786000000000058,1,1,0,0,0,0,1546
6.895000000000437,1,1,0,0,0,0,1533
7.0049999999992,1,1,0,0,0,0,1528
7.113999999999578,1,1,0,0,0,0,1535
7.222999999999956,1,1,0,0,0,0,1527
7.332999999998719,1,1,0,0,0,0,1541
7.4429999999993015,1,1,0,0,0,0,1540
7.552999999999884,1,1,0,0,0,0,1538
7.677999999999884,1,1,0,0,0,0,1544
7.771999999999025,1,1,0,0,0,0,1533
7.880999999999403,1,1,0,0,0,0,1545
7.989999999999782,1,1,0,0,0,0,1530
8.100000000000364,1,1,0,0,0,0,1530
8.208999999998923,1,1,0,0,0,0,1530
8.317999999999302,1,1,0,0,0,0,1528
8.427999999999884,1,1,0,0,0,0,1544
8.537000000000262,1,1,0,0,0,0,1528
8.646999999999025,1,1,0,0,0,0,1541
8.755999999999403,1,1,0,0,0,0,1541
8.864999999999782,1,1,0,0,0,0,1538
8.975000000000364,1,1,0,0,0,0,1544
9.083999999998923,1,1,0,0,0,0,1533
9.192999999999302,1,1,0,0,0,0,1545
9.302999999999884,1,1,0,0,0,0,1530
9.412000000000262,1,1,0,0,0,0,1530
9.521999999999025,1,1,0,0,0,0,1533
9.630999999999403,1,1,0,0,0,0,1528
9.739999999999782,1,1,0,0,0,0,1534
9.864999999999782,1,1,0,0,0,0,1528
9.958999999998923,1,1,0,0,0,0,1544
10.067999999999302,1,1,0,0,0,0,1538
10.177999999999884,1,1,0,0,0,0,1540
10.287000000000262,1,1,0,0,0,0,1541
10.396999999999025,1,1,0,0,0,0,1529
10.505999999999403,1,1,0,0,0,0,1544
10.614999999999782,1,1,0,0,0,0,1529
10.725000000000364,1,1,0,0,0,0,1530
10.833999999998923,1,1,0,0,0,0,1530
10.942999999999302,1,1,0,0,0,0,1529
11.052999999999884,1,1,0,0,0,0,1545
11.162000000000262,1,1,0,0,0,0,1528
11.271999999999025,1,1,0,0,0,0,1544
11.380999999999403,1,1,0,0,0,0,1537
11.489999999999782,1,1,0,0,0,0,1540
11.600000000000364,1,1,0,0,0,0,1541
11.708999999998923,1,1,0,0,0,0,1528
11.817999999999302,1,1,0,0,0,0,1544
11.927999999999884,1,1,0,0,0,0,1529
12.037999999998647,1,1,0,0,0,0,1533
12.147999999999229,1,1,0,0,0,0,1530
12.256999999999607,1,1,0,0,0,0,1532
12.365999999999985,1,1,0,0,0,0,1546
12.475999999998749,1,1,0,0,0,0,1529
12.584999999999127,1,1,0,0,0,0,1546
12.694999999999709,1,1,0,0,0,0,1534
12.804000000000087,1,1,0,0,0,0,1528
12.912999999998647,1,1,0,0,0,0,1535
13.022999999999229,1,1,0,0,0,0,1527
13.131999999999607,1,1,0,0,0,0,1539
13.256999999999607,1,1,0,0,0,0,1528
13.350999999998749,1,1,0,0,0,0,1535
13.46099999999933,1,1,0,0,0,0,1544
13.569999999999709,1,1,0,0,0,0,1533
13.694999999999709,1,1,0,0,0,0,1545
13.78899999999885,1,1,0,0,0,0,1530
13.898999999999432,1,1,0,0,0,0,1546
14.00799999999981,1,1,0,0,0,0,1532
14.11700000000019,1,1,0,0,0,0,1528
14.226999999998952,1,1,0,0,0,0,1533
14.33599999999933,1,1,0,0,0,0,1527
14.46099999999933,1,1,0,0,0,0,1541
14.555000000000291,1,1,0,0,0,0,1528
14.66399999999885,1,1,0,0,0,0,1537
14.773999999999432,1,1,0,0,0,0,1543
14.88299999999981,1,1,0,0,0,0,1534
14.99200000000019,1,1,0,0,0,0,1545
15.101999999998952,1,1,0,0,0,0,1530
15.211999999999534,1,1,0,0,0,0,1530
15.320999999999913,1,1,0,0,0,0,1533
15.430000000000291,1,1,0,0,0,0,1529
15.539999999999054,1,1,0,0,0,0,1534
15.648999999999432,1,1,0,0,0,0,1527
