timestamp,aux_pump,aux_level,main_pump,main_level,class
0.04700016975402832,0,0,0,14,normal_short
0.10899996757507324,0,0,0,15,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10900020599365234,0,0,0,13,normal_short
0.10899996757507324,0,0,0,11,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.1100001335144043,0,0,0,13,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.09400010108947754,0,0,0,15,normal_short
0.125,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,11,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10900020599365234,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,15,normal_short
0.10899996757507324,0,0,0,11,normal_short
0.10900020599365234,0,0,0,13,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,13,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10900020599365234,0,0,0,11,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.09800004959106445,0,0,0,14,normal_short
0.125,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,13,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.1099998950958252,0,0,0,15,normal_short
0.10900020599365234,0,0,0,13,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,15,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.1099998950958252,0,0,0,15,normal_short
0.10900020599365234,0,0,0,14,normal_short
0.1099998950958252,0,0,0,13,normal_short
0.10899996757507324,0,0,0,15,normal_short
0.10899996757507324,0,0,0,15,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10900020599365234,0,0,0,15,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,13,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10900020599365234,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1100001335144043,0,0,0,14,normal_short
0.10899996757507324,0,0,0,14,normal_short
0.1099998950958252,0,0,0,14,normal_short
