1,0,0,0,0,0,6658,hits
1,0,0,0,0,0,6654,hits
1,0,0,0,0,0,6650,hits
1,0,0,0,0,0,6649,hits
1,0,0,0,0,0,6654,hits
1,0,0,0,0,0,6657,hits
1,0,0,0,0,0,6639,hits
1,0,0,0,0,0,6646,hits
1,0,0,0,0,0,6646,hits
1,0,0,0,0,0,6641,hits
1,0,0,0,0,0,6646,hits
1,0,0,0,0,0,6637,hits
1,0,0,0,0,0,6632,hits
1,0,0,0,0,0,6636,hits
1,0,0,0,0,0,6636,hits
1,0,0,0,0,0,6633,hits
1,0,0,0,0,0,6626,hits
1,0,0,0,0,0,6625,hits
1,0,0,0,0,0,6625,hits
1,0,0,0,0,0,6626,hits
1,0,0,0,0,0,6624,hits
1,0,0,0,0,0,6615,hits
1,0,0,0,0,0,6616,hits
1,0,0,0,0,0,6615,hits
1,0,0,0,0,0,6610,hits
1,0,0,0,0,0,6618,hits
1,0,0,0,0,0,6602,hits
1,0,0,0,0,0,6603,hits
1,0,0,0,0,0,6607,hits
1,0,0,0,0,0,6600,hits
1,0,0,0,0,0,6600,hits
1,0,0,0,0,0,6597,hits
1,0,0,0,0,0,6591,hits
1,0,0,0,0,0,6592,hits
1,0,0,0,0,0,6597,hits
1,0,0,0,0,0,6589,hits
1,0,0,0,0,0,6585,hits
1,0,0,0,0,0,6588,hits
1,0,0,0,0,0,6580,hits
1,0,0,0,0,0,6585,hits
1,0,0,0,0,0,6582,hits
1,0,0,0,0,0,6581,hits
1,0,0,0,0,0,6586,hits
1,0,0,0,0,0,6581,hits
1,0,0,0,0,0,6571,hits
1,0,0,0,0,0,6576,hits
1,0,0,0,0,0,6582,hits
1,0,0,0,0,0,6583,hits
1,0,0,0,0,0,6577,hits
1,0,0,0,0,0,6578,hits
1,0,0,0,0,0,6574,hits
1,0,0,0,0,0,6569,hits
1,0,0,0,0,0,6567,hits
1,0,0,0,0,0,6556,hits
1,0,0,0,0,0,6558,hits
1,0,0,0,0,0,6555,hits
1,0,0,0,0,0,6558,hits
1,0,0,0,0,0,6559,hits
1,0,0,0,0,0,6543,hits
1,0,0,0,0,0,6548,hits
1,0,0,0,0,0,6548,hits
1,0,0,0,0,0,6542,hits
1,0,0,0,0,0,6532,hits
1,0,0,0,0,0,6547,hits
1,0,0,0,0,0,6531,hits
1,0,0,0,0,0,6535,hits
1,0,0,0,0,0,6536,hits
1,0,0,0,0,0,6531,hits
1,0,0,0,0,0,6528,hits
1,0,0,0,0,0,6528,hits
1,0,0,0,0,0,6521,hits
1,0,0,0,0,0,6528,hits
1,0,0,0,0,0,6527,hits
1,0,0,0,0,0,6521,hits
1,0,0,0,0,0,6524,hits
1,0,0,0,0,0,6516,hits
1,0,0,0,0,0,6511,hits
1,0,0,0,0,0,6528,hits
1,0,0,0,0,0,6515,hits
1,0,0,0,0,0,6502,hits
1,0,0,0,0,0,6508,hits
1,0,0,0,0,0,6504,hits
1,0,0,0,0,0,6503,hits
1,0,0,0,0,0,6499,hits
1,0,0,0,0,0,6494,hits
1,0,0,0,0,0,6504,hits
1,0,0,0,0,0,6517,hits
1,0,0,0,0,0,6514,hits
1,0,0,0,0,0,6510,hits
1,0,0,0,0,0,6519,hits
1,0,0,0,0,0,6495,hits
1,0,0,0,0,0,6497,hits
1,0,0,0,0,0,6505,hits
1,0,0,0,0,0,6519,hits
1,0,0,0,0,0,6522,hits
1,0,0,0,0,0,6514,hits
1,0,0,0,0,0,6538,hits
1,0,0,0,0,0,6519,hits
1,0,0,0,0,0,6510,hits
1,0,0,0,0,0,6475,hits
1,0,0,0,0,0,6480,hits
1,0,0,0,0,0,6470,hits
1,0,0,0,0,0,6483,hits
1,0,0,0,0,0,6489,hits
1,0,0,0,0,0,6478,hits
1,0,0,0,0,0,6469,hits
1,0,0,0,0,0,6480,hits
1,0,0,0,0,0,6478,hits
1,0,0,0,0,0,6472,hits
1,0,0,0,0,0,6460,hits
1,0,0,0,0,0,6456,hits
1,0,0,0,0,0,6444,hits
1,0,0,0,0,0,6460,hits
1,0,0,0,0,0,6464,hits
1,0,0,0,0,0,6465,hits
1,0,0,0,0,0,6455,hits
1,0,0,0,0,0,6455,hits
1,0,0,0,0,0,6450,hits
1,0,0,0,0,0,6438,hits
1,0,0,0,0,0,6440,hits
1,0,0,0,0,0,6447,hits
1,0,0,0,0,0,6455,hits
1,0,0,0,0,0,6454,hits
1,0,0,0,0,0,6455,hits
1,0,0,0,0,0,6444,hits
1,0,0,0,0,0,6436,hits
1,0,0,0,0,0,6421,hits
1,0,0,0,0,0,6432,hits
1,0,0,0,0,0,6417,hits
1,0,0,0,0,0,6426,hits
1,0,0,0,0,0,6423,hits
1,0,0,0,0,0,6428,hits
1,0,0,0,0,0,6431,hits
1,0,0,0,0,0,6414,hits
1,0,0,0,0,0,6425,hits
1,0,0,0,0,0,6421,hits
1,0,0,0,0,0,6420,hits
1,0,0,0,0,0,6400,hits
1,0,0,0,0,0,6403,hits
1,0,0,0,0,0,6393,hits
1,0,0,0,0,0,6401,hits
1,0,0,0,0,0,6392,hits
1,0,0,0,0,0,6388,hits
1,0,0,0,0,0,6397,hits
1,0,0,0,0,0,6382,hits
1,0,0,0,0,0,6387,hits
1,0,0,0,0,0,6386,hits
1,0,0,0,0,0,6382,hits
1,0,0,0,0,0,6377,hits
1,0,0,0,0,0,6383,hits
1,0,0,0,0,0,6381,hits
1,0,0,0,0,0,6366,hits
1,0,0,0,0,0,6368,hits
1,0,0,0,0,0,6379,hits
1,0,0,0,0,0,6384,hits
1,0,0,0,0,0,6375,hits
1,0,0,0,0,0,6359,hits
1,0,0,0,0,0,6366,hits
1,0,0,0,0,0,6372,hits
1,0,0,0,0,0,6357,hits
1,0,0,0,0,0,6348,hits
1,0,0,0,0,0,6353,hits
1,0,0,0,0,0,6346,hits
1,0,0,0,0,0,6360,hits
1,0,0,0,0,0,6353,hits
1,0,0,0,0,0,6336,hits
1,0,0,0,0,0,6342,hits
1,0,0,0,0,0,6343,hits
1,0,0,0,0,0,6337,hits
1,0,0,0,0,0,6342,hits
1,0,0,0,0,0,6344,hits
1,0,0,0,0,0,6328,hits
1,0,0,0,0,0,6333,hits
1,0,0,0,0,0,6333,hits
1,0,0,0,0,0,6328,hits
1,0,0,0,0,0,6323,hits
1,0,0,0,0,0,6322,hits
1,0,0,0,0,0,6317,hits
1,0,0,0,0,0,6325,hits
1,0,0,0,0,0,6321,hits
1,0,0,0,0,0,6316,hits
1,0,0,0,0,0,6314,hits
1,0,0,0,0,0,6310,hits
1,0,0,0,0,0,6307,hits
1,0,0,0,0,0,6314,hits
1,0,0,0,0,0,6300,hits
1,0,0,0,0,0,6298,hits
1,0,0,0,0,0,6304,hits
1,0,0,0,0,0,6298,hits
1,0,0,0,0,0,6299,hits
1,0,0,0,0,0,6304,hits
1,0,0,0,0,0,6298,hits
1,0,0,0,0,0,6296,hits
1,0,0,0,0,0,6294,hits
1,0,0,0,0,0,6288,hits
1,0,0,0,0,0,6292,hits
1,0,0,0,0,0,6284,hits
1,0,0,0,0,0,6278,hits
1,0,0,0,0,0,6283,hits
1,0,0,0,0,0,6285,hits
1,0,0,0,0,0,6279,hits
1,0,0,0,0,0,6284,hits
1,0,0,0,0,0,6278,hits
1,0,0,0,0,0,6281,hits
1,0,0,0,0,0,6274,hits
1,0,0,0,0,0,6276,hits
1,0,0,0,0,0,6272,hits
1,0,0,0,0,0,6274,hits
1,0,0,0,0,0,6274,hits
1,0,0,0,0,0,6261,hits
1,0,0,0,0,0,6276,hits
1,0,0,0,0,0,6273,hits
1,0,0,0,0,0,6259,hits
1,0,0,0,0,0,6265,hits
1,0,0,0,0,0,6263,hits
1,0,0,0,0,0,6255,hits
1,0,0,0,0,0,6255,hits
1,0,0,0,0,0,6241,hits
1,0,0,0,0,0,6239,hits
1,0,0,0,0,0,6245,hits
1,0,0,0,0,0,6239,hits
1,0,0,0,0,0,6250,hits
